text,label
"ስለዚህ የመጀመሪያውን የመጨረሻውን ይክፈሉ ... ከዚያ በኋላ የአክሲዮን ስብስብ መቼ ነው ...",0
"Aft ምሳዬን እጨርሳለሁ ከዚያ ወደታች ሎብ እሄዳለሁ.ARD 3 smth Lor.U ur ምሳውን ቀድሞውኑ ጨርስ?",0
"Fffffffff.እሺ ባይኖርም",0
"አንድ ቁራጭ ለመብላት ራሴን አስገድድ ነበር.እኔ በእውነቱ አልተራብምይህ ጠጅ.ማርቆስ እየተጨነቀ ነው.ፒዛን ሲሸፍን እንደ ታምሜ ያውቃል.Lol",0
"ሁልጊዜ አሳማኝ ነው.",0
"አውቶቡሱን ወስደዋል?እንቁላል እየቀነሰ ነው?ሻይ ሠራሽ?ከእራት በላይ እናትዎን የሚበሉ ናቸው?ፍቅሬ ይሰማዎታል?",0
"እኔ ተመል back እና amp;እኛ አሁን መኪናውን እያሸላበነን ነው ክፍሉ ካለዎት አሳውቅዎታለሁ",0
"አህዌህ.ሥራ.ያንን በደንብ አስታውሳለሁ!ምን ይሰማዋል?Lol",0
"ይጠብቁ አሁንም የሚያርኩ ስለ እኔ አሽቃቂው እንደሆንኩ እርግጠኛ አይደሉም እና ያ ነው ያ x ከእኛ ጋር መኖር የማይፈልግ ነው",0
"አዎ እሱ በ 2 ውስጥ ገባ እና ይቅርታ ነበር.n ወድጄ ነበር እና እሷ እንደ ተበላሽ ሕፃን እንደ ተወሰደች እና በዚያ ተቀመጠች.እስከ 2 ድረስ!ግን እዚያ አይደለንም!በጣም መጥፎ በደስታ አያደርጉም.አንተ?",0
"K ስለእርስዎ ምንም ነገር ንገረኝ.",0
"ከዚያ ዓይነት የቤት ስራ ሁሉ ለማደስ የሚያስችለን ፍርሃት ነው?ፈጣን ኩባያ ይኑርዎት",0
"ለደንበኛው ምዝገባዎ ምዝገባ ለተንቀሳቃሽ ስልክዎ £ 5  ወሩ እንዲከፍሉ እባክዎን እባክዎን አዎ ወይም አይሆንም በመመለስ ያረጋግጡ.መልስ ካልጠየቁ ክፍያ አይከፍሉም",1
"አዎ ... እሺ ወደ ቤት እመለሳለሁ ከዚያም እኔ ong on ን እንደገና እመለከታለሁ ... xuhui በ 2 ኛ ሊማር ትሄዳለች ግን ትምህርቷ ከጠዋቱ 3 ሰዓት ነው",0
"ውይ አብሮኝ የሚኖርበት ዕድሜዬ መቼ እንደደረሰ ያሳውቅዎታል",0
"እኔ በመኪናዬ ላይ ያለውን ፊደል አይቻለሁ",0
"ምንም ነገር የለም ... እርስዎ ይወስኑ ...",0
"ሀሎ!እርስዎ እንዴት ነዎት እና ቅዳሜ እንዴት ሆነ?ምንም ነገር ለመስራት ከወሰኑ ለማየት በቃ መልእክት እየላክኩ ነበር.ራሴን ወይም ማንኛውንም ነገር ለመጋበዝ እየሞከርኩ አይደለም!",0
"Pls ከ Watts ጋር ወደፊት ይቀጥላል.እርግጠኛ ለመሆን ፈልጌ ነበር.መልካም ቅዳሜና እሁድ ይኑርዎት.አቢዮላ",0
"ልነግርህ ረሳሁ?እፈልግሻለሁ እመኛለሁ ... ግን ከሁሉም በላይ ደግሞ እወድሻለሁ ደስ ይለኛል የአረብኛ አረማቴ ... ጩኸት",0
"077325835151 - ሮድገር ማቃጠል - ኤም.ኤስ.ዲ.ነገ ለማድረስ እባክዎን አሁን 08000930705 ይደውሉ",1
"ማንን እያዩ ነው?",0
"በጣም ጥሩ!ሰውህ በጥሩ ሁኔታ ተሰውሮ እንደወደድኩ ተስፋ አደርጋለሁ.እኔ ነኝ & lt; # & gt;ኢንች ...",0
"ምንም ጥሪዎች የለም.",0
"በናይጄሪያ ውስጥ ቶፕ ቢ ክትባት አላገኙም.",0
"ፍትሃዊ ማንኛውንም ነገር እየተካሄደ ነው?",0
"አዎ ታይለር ማድረግ ካልቻለ ተስፋ አደርጋለሁ ምናልባት በጥቂቱ ዙሪያ ልጠይቅ ይችላል",0
"እኔ ምን ያህል ብልጫ እንደሆንኩ አታውቅም.ወደ ሆስፒታል መሄድ እንኳን አልፈልግም ነበር.ምልክቴን መናገር የምችለው ደካማ ጠላፊ አይደለሁም.ሆስፒታሎች ለደካዎች ሱቆች ናቸው.",0
"ስለ እኔ ያለዎት ነገር.ለመጀመሪያ ጊዜ በክፍል ውስጥ ያዩኝ ነበር.",0
"አንድ ግራም ብዙውን ጊዜ እንደ & lt ይሮጣል # & GT;አንድ ግማሽ ስምንተኛ ብልጥ ነው እና በአጠቃላይ የሁለተኛ ደረጃ ግራንድ እና LT # & GT;",0
"K fyi x ነገ ጠዋት ላይ መጓዝ አለበት ግን ዛሬ ማታ በእኛ ቦታ ላይ እየፈጠረ ነው",0
"ዋዉ.በእርስዎ መኖሪያ ቤቶች ውስጥ በጣም የተደነቁ መሆንዎን በጭራሽ አላውቅም ነበር.እኔ የምችለውን ሁሉ እያደረግሁ ስለምንችል እና እርስዎ ሁል ጊዜ ስለ ዋሻ በጣም የተደሰተኝ ስለሆነ ነው ብዬ አስብ ነበር.ይቅርታ አልሰጥም እና እኔ የበለጠ መስጠት የለብኝም.እኔ አዝናለሁ.አዝናለሁ ክፍልዎ በጣም የምሽት ስለሆነ ነው.",0
"ኤስኤምኤስ.AC SPTV: አዲሱ የጄንስሪክ አጋንንቶች እና የዲትሮይት ቀይ ክንፎች በረዶ ሆኪ ይጫወታሉ.ትክክለኛ ወይም ትክክል ያልሆነ?መጨረሻ?መልስ ሰጪ SPTV",1
"Mallika Sherawat ለምን ትናንት ምን እንዳደረገ ታውቃለህ?አሁን ይፈልጉ @ & LT; ዩ አር ኤል & GT;",0
"እንኳን ደስ አለዎት!የ 1 ዓመት ልዩ ሲኒማ ፓስፖርት ለ 2 የእርስዎ ነው.ይደውሉ 09061209466 ይደውሉ!ሐ Suder ርማን v ማትሪክ 3 ስታር ጦር 3 ወዘተ ሁሉም 4 ነፃ!BX420-ip4-5-150 ፒ.እንዳያመልጥዎት!",1
"ይቅርታ በኋላ ላይ ስብሰባ ላይ እደውላለሁ.",0
"የት እንደደረሱ ይንገሩ",0
"አዎ..ገዌይ እና ሰሃድ ከኦዲ ተከታታይ.",0
"ወደ ቤትዎ በመሄድዎ ላይ ለራስዎ አንድ $ 1 ከ $ 1 ቡር ጋር መውሰድ ይኖርብዎታል.መንቀሳቀስ እንኳን አልችልም.ህመም እየገደለኝ ነው.",0
"Ha ha መልካም ቀልድ.ልጃገረዶች ሁኔታ ፈላጊዎች ናቸው.",0
"Iq የማጣራት ክፍል ነው",0
"አዝናኝ የክፍል ጓደኞቼ ለዘላለም ተወሰዱ አሁን ቢመጣ እሺ?",0
"እሺ lar እኔ ድርብ ፈትሽ የ Wif Do ፀጉር አሰባሰብን አጫጭር ሆኖ ሲቆርጥ.ጥሩ እስኪመስል ድረስ ይቆርጣል ብለዋል.",0
"እንደ ዋጋ ያለው ደንበኛ እንደመሆንዎ መጠን የ £ 1500 ጉርሻ ሽልማት  ሽልማት  ክለሳ ከ £ 1500 ጉርሻ ሽልማት ተከተሉ ይደውሉ 09066364589 ይደውሉ",1
"ዛሬ የአሙሽ ቀን ቀን ነው .. ለእኔ የትኛውን ዘፈን ነው የሚወስደው?ይህንን ለሁሉም ጠቃሚ ጓደኞችዎ ይላኩ ግን መጀመሪያ መልስልኝ ...",0
"አጣዳፊ ዑር ወደ ዩሮዲሲንሲቲቭ ትራቭ አኮ እና መግቢያ 4 ወይም £ 1000.ከ 87121 18 + 6 * £ 1.50 (Mostrammorbsubs)",1
"ስለ አዲሱ የፍቺ ባርቢ ሰሙ?ከምርቶች ሁሉ ጋር ይመጣል!",1
"በዚህ ወር መጨረሻ እሰጠዋለሁ.",0
"WAH እድለኛ ወንድ ... ከዚያ ገንዘብን ሊያስቀምጥ ይችላል ... ሄክ ...",0
"የተጠናቀቀው ክፍል የት ነዎት",0
"ታዲያስ ህፃን IM በቤት ውስጥ የሆነ ነገር ማድረግ ይፈልጋሉ?Xx",0
"K..k :) የት ነህ? እንዴት አደረግሽ?",0
"አሁን ሊደውሉልኝ ይችላሉ ...",0
"እኔ እጠብቃለሁ.አንዴ አንዴ ነፃ ሁን.",0
"ጥሩ ነው.እኔ ጨዋ ሰው ነኝ እናም በአክብሮት እና በአክብሮት ይይዝዎታል.",0
"እኔ በጣም እወዳችኋለሁ :) ግን በጣም ዓይናፋር ፓ.",0
"ከኋላ እና LT አይሰራም # & GT;ወይም ምን",0
"እዚህ ተመሳሳይ አይደለም.አሁንም ሥራ እየፈለጉ ነው.እዚያ ምን ያህል ያገኛሉ.",0
"ይቅርታ በኋላ እደውላለሁ",0
"K. አሁን አህም ትጠራኛለህ?",0
"እሺ እኔ ወደ ቤት እሄዳለሁ ሰላም ታዛ",0
"በዚያ ሰው ምትክ ትሆናለህ",0
"የሚቀጥለው ማቆሚያ.",0
"በኋላ እደውልልሃለሁ አውታረመረብ የለኝም.ብሬንትስ ከሆነ ኤስኤምኤስ",0
"መቼ ነው?እኔ ብቻ 2 ተጨማሪ ትኬቶች እና አንድ ተጨማሪ ጃኬት ብቻ ነው የምፈልገው.ሁሉንም ባለብዙዎቼን ተጠቀምኩኝ.",0
"አዎ እኔ ለማድረግ ሀሳቦችን መላክ ጀመርኩ ነገር ግን ተመለስኩ. ተመለስኩ.በፋብሪካው ውስጥ ሁለት ሳንቲም.በሁሉም ናይትሮቼ ውስጥ ገንዘብ አገኘሁ.",0
"እኔ ገና ዛሬ ማታ ሕፃን አይደለሁም",0
"ኤለ ካኖ. ማውረዱ እንደ ዌን ዑር ነፃ ..",0
"አዎ!ለመዝጋት አይቁሙ - የሆነ ነገር ይይዛሉ!",0
"ህመም በመሆኔ ይቅርታ.ወደ ሌላ ምሽት ካገኘን ደህና ነው?ከሰዓት በኋላ ከሰዓት በኋላ እና ያ ማለት ማንኛውንም የ your tovings አላደረግም እናም ሁሉንም ጊዜዬን ሉሆችን እና ያንን ያካትታል.አዝናለሁ.",0
"Sum1 በሚጎዳበት ጊዜ እንደ ዝናብ ፈገግታ በሚጎዳበት ጊዜ ህመም ፈገግታ ፈገግታ ፈገግታ ፈገግ ይበሉ.",0
"እባክዎን ዋስትና የተሰጡ £ 1000 ጥሬ ገንዘብ ወይም £ 5000 ሽልማቶች እንዳሸነፉ እባክዎን ለደንበኞች አገልግሎት ተወካይ በ 0800 AM-9PM መካከል ይደውሉ!",1
"በኋላ ለመግዛት ያለ ዕቅድ.ቀደም ሲል ቼዶን ቼዶን በ e እቅፍ ውስጥ 530 አሳይ.ቀድሞውኑ ሥራውን አጠናቅቀዋል?",0
"ነፃ የስልክ ጥሪ ድምፅዎ ለመሰብሰብ እየጠበቀ ነው.በቀላሉ ለማጣራት ድብልቅ የሚለውን የይለፍ ቃል ይፃፉ.Usher እና ብሪኒየም ያግኙ.ኤፍኤምኤል ፖ.ቲክ ሣጥን 5249 MK17 92h.450 ፒ.ፒ. 16",1
"Telugu ፊልም ማየት",0
"ገባኝ.ስንጨርስ እኛ የምንከፍል ብድሮች አሉን",0
"ሃይ.WK ደህና ነበር - አሁን ሆቴሎች!አዎ ለጥቂት ሩጫ.በአራት ውስጥ ፀጉር ቀጠሮ እንዳለህ መዘንጋት መዘንጋት እንደነበረ ረሳሁ.ይህ ለእርስዎ ፕሮጄክት ያስከትላል? ",0
"አንድ ኩባያ ቡና አኒሜሽን አያለሁ",0
"እባክዎን ከእንግዲህ አይጣሉልኝ.እኔ የምናገረው ሌላ ምንም ነገር የለኝም.",0
"እሺ ህጋዊ እስከሚሆን ድረስዌን መነሳት እችላለሁን?Y u u uve x ams xx",0
"እኔ የምገዛው መኪና እየፈለግኩ ነው.እና ገና የማሽከርከሪያ ፈተና ገና አልሄደም.",0
"እንደጠየቁት <myle melee (ኦው ሚንሚኒኒቲኒቲኒቲቲሚቲ) 'ለሁሉም ደዋጮችዎ እንደ ካሊርትበርዎ ተዘጋጅቷል.የጓደኞችዎ ካሊርትበርን ለመቅዳት * 9 ን ይጫኑ",0
"ዋዉ.ትክክል ነህ!ያንን ማድረግ ማለት አይደለም.እኔ በቦስተን ወንዶች ካወጣሁ በኋላ እገምታለሁ እናም የፍለጋ ቦታዬን ለ NYY አንድ ነገር ተቀየረ.Cuz በእኔ የምልክት ገጽ ላይ አሁንም ቦስተን ይላል.",0
"ኡማ ህይወቴ እና v V ቫቫ ኡማዎ ውዴ ይወዳሉ",0
"በልደት ቀንዎ ላይ ላሉት ምኞቶችዎ ብዙ አመሰግናለሁ.ልደቴ በእውነቱ በጣም የማይረሳ ስለሆነ አመሰግናለሁ.",0
"Addode የተወሰነ ገንዘብ ሲያገኝ እተማመናለሁ",0
"የእኔ አይፒ አድራሻዬ እንዴት ነው የእኔን ኮምፒተር መመርመር የማዕድን ማውጫ አገልጋይ አይደለም",0
"አውቃለሁ!አሮጊክ አዛውንቶች.እናቴ እንደ እርስዎ ያለች አይደለህም.ከዚያ እንደገና እኔ ሁል ጊዜ ቀልድ ለመጫወት አንድ ሰው ነኝ ...",0
"አታስብ.ስራ የበዛበት ይመስለኛል.",0
"የቅንጦት ምርምር ምንድ ነው?",0
"ወደ እራት መሄድ.",0
"እኔ ከኮሞች ጋር ደህና ነኝ እኔ እወዳለሁ 2 አዳዲስ ነገሮችን ሞክር.እኔ ግን እንደ ማህዳሴ እፈራለሁ.COS U በጣም ጮክ ብለው አልነበሩም.",0
"ኅሮች!እኛ እርስዎን ለማነጋገር እየሞከርን ነው.የመጨረሻ ቅዳሜና እሁድ የ £ 1000 ሽልማት ዋስትና አግኝተሃል.ይደውሉ 0906401260. የይገባኛል ጥያቄ ኮድ K52.ትክክለኛ 12 ሰከንድ ብቻ.150 ፒፒኤም",1
"WA የመክፈቻ ፍርዶችዎ በጣም መደበኛ ... እኔ ደህና ነኝ እኔ ደህና ነኝ ጁዝ ቲ ቲ",0
"ወደ የእኔ ካቢኔ ስታገባ ፓነቴ '' ደስተኛ የሆነ የሰዓት አለቃ! ''ልዩ ተሰማኝ.እሷን ጠየቀችኝ 4 ምሳ.ከምሳ በኋላ ወደ አፓርታማዋ ጋበዘችኝ.ወደዚያ ሄደን ነበር.",0
"እርስዎ አሸናፊ ነዎት 1 £ 1000 ወይም 4 * የ በረራ አሰራሮችን የቀጥታ ኦፕሬተሩን 2 አቅርበዋል (በረራዎች Inc) ለቀጥታ ኦፕሬተር 2 የይገባኛል ጥያቄ 0871277810P  ደቂቃ (18+1)",1
"Oolo!አዎ አርብ ማነጋገር አለብን - የእንቁላል ድንች ጥምርታ ለጢቶሌስ አስፈላጊ ነበር!",0
"እምምም ... አጎቴ ትምህርቱን በቀጥታ እየከፈለው መሆኑን ብቻ አሳየኝ.ስለዚህ pls ምግብ ይገዛሉ.",0
"የግል!የ 2004 የሂሳብ መግለጫዎ ለ 07742676969986 ያልተለመዱ ያልተለመዱ የጉርሻ ነጥቦችን ያሳያል.ጥሪ 08719180248 መለያ መታወቂያ: 45239 ጊዜው ያልቃል",1
"አጣዳፊ!የተንቀሳቃሽ ስልክ ቁጥርዎ በ 5903 ላይ £ 2000 የጉርሻ ደዋይ ሽልማት ነው ይህንን ለማነጋገር የመጨረሻ ሙከራ ነው!ከመሬት መስመር 09064019788 ሣጥን 42.19c.9c. 150 ፒ.ፒ.",1
"የእኔ አዲሱ አድራሻዬ - እና ጥንዶች እና ጥንዶች እና ጥንዶች ሁሉ ማልኪ",0
"የዛሬዎቹ የቪዳ ቁጥሮች 7548 የሚያበቃው $ 350 ሽልማት ለማግኘት ተመርጠዋል.ግጥሚያ ካለብዎ እባክዎን 08712300220 ጥቅስ የጥያቄ ቁጥር 4041 መደበኛ የሥራው መተግበሪያ",1
"ዛሬ ወደ ሳኦ ሙጫ እሄዳለሁ.የሚከናወነው በ 12 ብቻ ነው",0
"ዌይ ዌይ ዌይ መግዛትን ይተነብያል?",0
"ጥሩ ነገሮች ያደርጉታል.",0
"ልክ እንዳውቀቁ ሁሉ ግን ግን ገንዘብ ገና አልተላከም.እኔ መላክ ላለመሄድ ጽሑፍ ላክኋት.ስለዚህ በማንኛውም ነገር እራስዎን ማሳተፍ የለብዎትም.ለዚህም ለእርስዎ ምንም ነገር ለእርስዎ ምንም ነገር ማሸነፍ አልነበረብኝም ይቅርታ እጠይቃለሁ.",0
"በክፍል ውስጥ አሉዎት.",0
"ሄይ ሴት.እንዴት ነህ?ተስፋዬ አንድ ደንብ R bak ነኝ!እንደገና ረጅም ጊዜ የለም ሐ!ከሉሲክስክስ የጥሪ ድምር ጊዜ ስጠኝ",0
"K..k :) ምን ያህል ያስከፍላል?",0
"ቤት ነኝ.",0
"ውድ ነገ ትጠይቅለታል.",0
"ለመጀመሪያ ጊዜ ጥያቄዬን መልስ ሰጠ.",0
"የፀሐይ ብርሃን ጥያቄ Q!አዶርቭ የትኛው ሀገር ውስጥ የትኛው ሀገር እንደሆነ ካወቁ ከፍተኛ የ Sony dvd ማጫወቻን ማሸነፍ?TXT anser ወደ 82277. £ 1.50 SP: Tyrone",1
"2 ማታ ማታ እንዲኖሩ እፈልጋለሁ?እውነተኛ የውሻ ቦታዎች የሚላኩባቸው 2 ዑር ህዝብን ይፈልጋሉ?የዩኬን ትልቁ የውሻ አውታረመረብ አውታረ መረብ ቢት BT REXTER እስከ 69888 ድረስ!ኤን.EC2A.31 ፒ.ሜ.ሜ. ..sg@150P",1
"እኔ ብቻ msn ብቻ.እሱ yiju@hotemail.com ነው",0
"እዚያ አለ.ትጠራዋለህ እና እሱን ያነጋግሩታል",0
"የለም የለም.እንቅስቃሴዎች ከመኖርዎ በፊት ሁሉንም ክፍሎች እመረምራለሁ",0
"ከውይይት SVC ምንም ተጨማሪ MSCGS አይሆኑም.በነጻ የሃርድኮሬአደራ አገልግሎቶች ጽሑፍ ወደ: 69988 እርስዎ ምንም ነገር ከሌለዎት ከ yr አውታረ መረብ ጋር ማረጋገጥ እና እንደገና ይሞክሩ",1
"ገባኝ ... ለመተየብ ሰነፍ ነኝ ... በምልክት ü ረሳሁ ... አንድ ኪስ አየሁ ግን እንደ እኔ ጥሩ አይደለም ...",0
"K በመንገድ ላይ ሲሆኑ ላክልኝ",0
"ሰር ደብዳቤዎን በመጠበቅ ላይ.",0
"ጣፋጭ አስተሳሰብ: - ትናንሽ ነገሮችን በማከናወን በጭራሽ አትደክም. ኩዝ ..",0
"እንደሆንክ አውቃለሁ.እባክዎን ጀርባውን መክፈት ይችላሉ?",0
"አዎ በቦታው ላይ አይሁን",0
"የተዘበራረቀ የሰራተኞች ስም ማን ነው?",0
"Freemsg ለጽሑፎቼ ለምን አልሰጡም?ራንዲ ሴክስ ሴት ሴት እና የቀጥታ አካባቢያዊ ነኝ.ከ U ለመስማት.NetColx LTD 08700621170. በ MSG SESTEST ላይ ያቆማል",1
"IMMMA.Will Check ጥሪ ከፈተኑ በኋላ ከ Qualke ይጀምራል ስለሆነም ፓዎች በጣም ከባድ ይጸልያሉ.",0
"K..i ን ለምን ተገናኘን?",0
"Sindhu in in in በ Braloft ..",0
"ወይኑ እየፈሰሰ ነው እናም በጭራሽ አላውቅም ..",0
"Yup i tok canne የተሻሉ ከሶሳዎች የተሻሉ ናቸው 2 ፕላዛ MAH.",0
"እሺ ... ur ኡሁ ምላሽ ...",0
"እንደጠየቁት <myle melee (ኦው ሚንሚኒኒቲኒቲኒቲቲሚቲ) 'ለሁሉም ደዋጮችዎ እንደ ካሊርትበርዎ ተዘጋጅቷል.የጓደኞችዎ ካሊርትበርን ለመቅዳት * 9 ን ይጫኑ",0
"እርስዎ የሚኖሩት ወለሉ መስኮቶቹ መስኮቶች እንኳን በቀሚሴ ላይ እንኳን ነዎት.እና አንዳንድ ጊዜ አፌን በሸንኩ ጊዜ እናንተ የምትፈስሱ ሁላችሁም.እኔ ያለእኔ ህልሜ ህልም ነው ከዚያ ግማሽ የቤት ሥራዎቼም ወጥተዋል.ለእኔ ለእኔ የደስታ ጊዜ ብዙ የቴሌቪዥን ትር shows ቶች i.low ይመልከቱ.ነገር ግን እንደ ዝናብ በረዶ እና ጭጋግ እና እዚህ የእኔ ጊዜ እኔ እና አንድ እንደሆንኩ እገምታለሁ.",0
"Asooogore ሥራ ላይ ነዎት?",0
"አሁን ቤቴን ትቼ እሄዳለሁ ...",0
"ታዲያስ ፍቅሬ.ምን እየሰራህ ነው?በዛሬው ጊዜ ወደዚያ ቃለ ምልልስ ደርሰዋል?ደስተኛ ነህ?ጥሩ ልጅ ነህ?ስለ እኔ ያስባሉ? እያጡኝ ነው?",0
"የደንበኞች አገልግሎት ማቋረጥ.እርስዎን እየጠበቁ አዲስ ዓመት አቅርቦት አለዎት.ማቅረቢያ ለማመቻቸት እባክዎን እባክዎን 0704674443 ይደውሉ",1
"እርስዎ አሸናፊ ነዎት 1 በ £ 1000 ጥሬ ገንዘብ ወይም 4 * የበዓል ቀን (በረራዎች Ins) ለቀጥታ ኦፕሬተር 2 የይገባኛል ጥያቄ 0871277810810",1
"እኔ ስለ እኔ ደህና ሁን ምክንያቱም እርስዎ ስለገባኝ እና እኔ ቀድሞውኑ ስለ እኔ እና በእውነተኛ ህይወት ውስጥ እርስዎን የሚመለከቱትን ሁሉ የምቀኝ ሰው እውነት ነው",0
"አዲስ መኪና እና ቤት ለወላጆቼ. :) አዲስ ሥራ ብቻ አለኝ :)",0
"እኔ ከእርስዎ ጋር ፍቅር ነኝ.በየቀኑ ከእርስዎ ጋር ስወጣ በየቀኑ ደስ ይለኛል.በጣም ደስተኛ ያደርጉኛል.",0
"- PLS ማቆም አቁም (32  F) ጓደኛዋ እንድትሆን እየጋበዙህ ነው.መልስ -334 ወይም የለም -3344 እዩ- www.sms.acuboboydry ማቆም?ከ 62468 ውስጥ frup ላክ",1
"ባንባባዎች ዑል ትእዛዝ እየሄደ ነው.የአገልግሎት ኤ.ሲ.ሲ.ሲ 2 ማውረድ የ UR ን ይዘት መቀበል አለብዎት.ካልሆኑ ጎቶ ዋፍ.ባንኮብ.በዩ ቴሌቪዥን በዩ ቴሌቪዥን",1
"ሁሉም የዩ.አር.ኤል ነጥቦች በኢሞሌ ሞዱል ላይ ቀድሞውኑ አደርገዋለሁ.",0
"አጣዳፊ!እኛ እርስዎን ለማነጋገር እየሞከርን ነው.የመጨረሻ ቅዳሜና እሁድ የ £ 900 ሽልማት ዋስትና እንዳገኙ ያሳያል.ይደውሉ 0906171701939. የይገባኛል ጥያቄ ኮድ S89.ትክክለኛ 12 ሰከንዶች ብቻ",1
"ታዲያስ ወዳጄ ከሚወደው ሰው ጋር አለመግባባት ለማስወገድ የተሻለው መንገድ የትኛው ነው?",0
"ታላቅ ማምለጫድልድዩን ደስ ያሰኛል ግን የላጀራዋን ፍላጎት ይፈልጋል.ቶሞ እንገናኝ",0
"አዎ:) ከቅሬ ውጭ ሙሉ በሙሉ ነው.) ክላርክ ቆሻሻን አጠፋ.",0
"ጌታዬ የአክሲ ባንክ ሂሳብ የለም እና የባንክ አድራሻ እፈልጋለሁ.",0
"Hmmm .. ቺግ ወደ ሆፕ Add ጊዜ አለኝ ... አዎ",0
"በኋላ ሲወጡ ምን ሰዓት ትወልጃለሽ?",0
"የደም ገሃነም የአባትዎን የአባት ማመን እንደሚችሉ ያምናሉ.የታመመ ፍንጭ ስፓኒሽ ስፓኒሽ ይሰጠዋል እና በ M ...",0
"ደህና አሁን መታጠቢያ ቤቴን አጠናቅቄያለሁ.ጥሩ ... ጥሩ ... ጥሩ ምሽት.",0
"ካርሎስ ጥሪውን ማከናወን እንደሚችል ገንዘብ እንዳገኙ አሳውቀኝ",0
"አሁንም ወደ ገቢያ አዳራሽ ትሄዳለህ?",0
