text,label
"🔸 ሰላም በጣልያን ሀገር ሙሉ ወጪዎ ተሸፍኖ እየተከፈላቹ መማር አስበዋል?

EIA መፍትሄውን ይዘን ቀርበናል.
🇮🇹📍🇪🇹

✔️ያለ ምንም ቅድመ ክፍያ 
✔️ምግብ  ማደሪያ
✔️ነፃ ትምህርት 
✔️የኪስ ገንዘብ እና ሌላ ጥቅሞች 

ያነጋግሩን : 
🌐 @eia2023💠
🌐 +39 351 308 0394💠
✈️ +39 351 308 0394💠
💻 www.eiaconsultancy.com ☑
📧 contact@eiaconsultancy.com ☑",1
"🎉 Join us for the inaugural celebration of the Annual Festival of Ethiopian Universities' Cultural Centre! 🌍


Save the date and be part of history! 📅✨



@AAU_INFO_CENTER",1
"📣A brand new club coming to AAU!!📣

UNA-ET AAU Chapter is a club backed by the United Nations Association in Ethiopia which aims to improve the understanding of the University community of the United Nations and other global phenomena.
It works to create global citizens and make Ethiopia active in the international arena by creating platforms for students to harness their skills and make international events accessible to them.

If you also want to be part of this movement and contribute to your and your community's growth register here!! https:forms.gleaQvpQhgB3uurb3xGA



UNA-ET AAU Chapter: Where global goals begin.",1
"#ExitExam2016 

ከጥቂት ቀናት በኃላ የሚሰጠውን ሀገር አቀፉን የመውጫ ፈተና  ካለንበት ዩኒቨርሲቲ  ተቋም በርካታ ኪሎ ሜትሮችን ርቀን ተጉዘን እንድንፈተን #መመደባችን ተነግሮናል  ያሉ ተመራቂ ተማሪዎች ቅሬታቸውን ለቲክቫህ ኢትዮጵያ አቀረቡ።

ቅሬታቸውን ካሰሙት መካከል የተወሰኑት የአዲስ አበባ ዩኒቨርሲቲ ፣ ጥቁር አንበሳ ' ስኩን ኦፍ ሜዲስን ' ተመራቂ ተማሪዎች ናቸው።

ተማሪዎቹ የካቲት 6 2016 ዓም መሰጠት የሚጀምረውን ፈተና ለመፈተን ከአዲስ አበባ ከ400 ኪሎ ሜትር በላይ ወደ ሚርቀው ወሎ ዩኒቨርሲቲ እንደተመደቡ እንደተነገራቸውና ጉዳዩ ፍፁም ያልጠበቁት ዱብእዳ እንደሆነ አስረድተዋል።

 የምርቃት ቀናችን 10 ቀናት እየቀሩት የመውጫ ፈተና ከአዲስ አበባ ዩኒቨርሲቲ ከ420 ኪሜ ርቀን በወሎ ዩኒቨርስቲ እንደምንፈተን ተነግሮናል፤ ይህ ፍፁም ያጠበቅነውና ያልተለመደ ነው  ብለዋል።

ከተቋማችን እጅግ ርቀን ፈተናውን እንድንወስድ ተመድበናል ያሉት ተማሪዎች ፤  ላለፉት 8 ዓመታት እዚህ ቀን ላይ ለመድረስ ከነቤተሰቦችን ከፍተኛ መስእዋትነት ከፍለናል፤ ብዙ ውጣ ውረድ አሳልፈናል  ያሉ ሲሆን ቤተሰቦችም የልጆቸውን ድካም ፍሬ ለማየት እየተጠባበቁ እንደሆነ ጠቁመዋል።

ተመራቂዎቹ ፦ 
- አሁን ባለው ሁኔታ ረጅም ጉዞ ማድረግ ደህንነቱ የተጠበቀ እንዳልሆነ እየታወቀ፤
- ለምርቃት የቀረው አጭር ቀን ሆኖ ሳለና በርካታ ካምፓሶች በአዲስ አበባ እያሉ፤
- የብሄራዊ የመውጫ ፈተናው በኦንላይ እንደሚሰጥ እየታወቀ፤
- የደህንነታችን እና በዚህ የምርቃት ወቅት የቤተሰብ ኢኮኖሚ ጉዳይ ፍፁም ታሳቢ ሳይደረግ ለምን እንደዚህ ያለው ውሳኔ እንደተላለፈ በፍፁም ሊገባን አልቻለም፤ ማብራሪያም ሊሰጠን የወደደ አካል የለም ሲሉ ተናግረዋል።

በመሆኑም  ይህ ወደ ሌላ ቦታ ሄዳችሁ በኦንላይ የሚሰጠውን ፈተና ትወስዳላችሁ  የሚለው ነገር ተገቢ ባለመሆኑ እርምት እንዲደረግ ጠይቀዋል።

ከ ' ስኩል ኦፍ ሜዲስን ' ተመራቂዎች በተጨማሪ የተወሰኑ የምህንድስና ተማሪዎችም ተመሳሳይ ቅሬታቸውን አድርሰዋል።

ቲክቫህ ኢትዮጵያ የተመራቂ ተማሪችዎች ጋር በውስጥ የደረሰ የመፈተኛ username ፣ password  እንዲሁም የመፈተኛ ጣቢያ (ዩኒቨርሲቲ) የያዘ ፋይል ደርሶት ተመልክቷል።

ከአዲስ አበባ ዩኒቨርሲቲ በተጨማሪ ከሌሎች ተቋማት ተመራቂዎች መሰል ቅሬታዎች ለቲክቫህ ኢትዮጵያ ደርሰዋል።

አንዳንድ ተመራቂዎች አሁን ካሉበት ዩኒቨርሲቲ ርቀው እንደሚፈተኑ በተወካዮቻቸው በኩል እንደተነገራቸው ገልጸዋል። 

በተመሳሳይ እነዚህ ተመራቂዎች ፤ በዚህ ወቅት ወደሌላ ቦታ እንዲጓዙ ተደርገው የኦንላይን ፈተና የሚወስዱበት ምክንያት ምንም ግልፅ እንዳልሆነላቸውና ይህ ነገር ተግባራዊ ከመደረጉ በፊት ማሰብና ማስተካከል እንደሚገባ አስገንዘበዋል።

ቲክቫህ ኢትዮጵያ ጉዳዩን በተመለከተ ዝርዝር መረጃ ለማግኘት የትምህርት ሚኒስቴር አመራሮችን ለማነጋገርና መረጃ ለመስጠት ጥረት ያደርጋል።

በአመቱ አጋማሽ ላይ የሚሰጠው የሀገር አቀፍ የመውጫ ፈተና ተራዝሞ ከየካቲት 06 እስከ 092016 ዓ.ም እንደሚሰጥ ቲክቫህ ኢትዮጵያ ከትምህርት ሚኒስቴር ያገኘውን መረጃ ዋቢ በማድረግ መዘገቡ ይታወሳል።

በዚህ ሳምንት የሞዴል ፈተና ይሰጣል።

@tikvahethiopia",1
"Greetings from ALX Ethiopia!

 Are you interested in learning how to use basic Ai tools like ChatGPT Midjourney and more? We offer a six-weeks 100% free fully online course designed to introduce you to these basic Ai tools for practical use. Very complimentary to content gained from previous VAFA courses.

Recommended skills to have for remote and freelance job seekers.

Apply today at: https:bit.ly3SHXAHZ.

 Application mobile friendly!


@AAU_INFO_CENTER",1
"[💻A great PC for students]
-------------------------------------------------
★ HP Elitebook 840 G3- (𝙰𝚕𝚖𝚘𝚜𝚝 𝙽𝚎𝚠) ★

🎫 Intel Core i5-6300U (6th generation)  

⚡️Max Turbo Frequency @2.4GHz 

💾 4GB Intel HD 520 Graphics Card 

🖥 14 diagonal HD (1280 x 720) LED-backlit   

💽 256GB SSD NvMe M2. Storage  

⌨ Keyboard Backlight  

📼 8GB DDR4 RAM 

🕹 Windows 10 Pro 64-bit 

🔊 Amazing Sound

🤳 Touchscreen 

🔋 Battery Life up to 6 hours 

📷 HP TrueVision HD Camera 

+ Orginal Charger 
------------------------------------------------

💵 Price - Br25000(Negotiable)

✉️ Contact via telegram - @jehova_jira  or  Call 
📞 0956686965
0943192137",1
"📲Samsung Galaxy S23 5G
💾Internal Storage:256gb
✳Ram:8gb
2️⃣dual sim
⚡️Original new
💲PRICE-62000(negotiable )
♦️Dont miss out on this! 
☎️Contact: @jehova_jira
0943192137",1
"#MoE

በ2016 አጋማሽ ዓመት የመውጫ ፈተና ለሚወስዱ ተፈታኞች የሞዴል ፈተና ከዛሬ ጥር 282016 ዓ.ም ጀምሮ እስከ የካቲት 052016 ዓ.ም እንዲሰጥ ትምህርት ሚኒስቴር አዟል። 

ሚኒስቴሩ የመውጫ ሞዴል ፈተናን በማስመልከት ለሁሉም የመንግሥት ከፍተኛ ትምህርት ተቋማት በፃፈው ሰርኩላር፤ ፈተናው በተመረጡ የመንግሥት ከፍተኛ ትምህርት ተቋማት እንደሚሰጥ አስታውሷል፡፡

ፈተናውን የተሳካ ለማድረግ በርካታ የቅድመ ዝግጅት ሥራዎች እየተከናወኑ መሆኑን የጠቆመው ሚኒስቴሩ፤ ከዛሬ ጥር 282016 ዓ.ም ጀምሮ እስከ የካቲት 052016 ዓ.ም የሚሰጠው ሞዴል ፈተና አንዱ የዝግጅት አካል መሆኑን ጠቁሟል። 

ዩኒቨርሲቲዎች የተፈታኞችን ዝርዝር፣ ሞዴል ፈተና የሚሰጥባቸውን ቀናት እንዲሁም የፈተና ማዕከላትን ለተፈታኞቻቸው ዛሬ ይፋ ማድረግ መጀመራቸውን ቲክቫህ ዩኒቨርሲቲ ተመልክቷል። 

የመውጫ ፈተናው ከየካቲት 06 እስከ 092016 ዓ.ም እንደሚሰጥ ይታወቃል። 

©tikvah

@AAU_INFO_CENTER",1
"Addis Ababa lmftn ltmzgbnw yt gbi ena class endmnftn btasawkun",1
"For those of us who are enrolled in AAU we would like you to post a list of our names in which campus we will take the exam",1
"📲Samsung Galaxy S23 5G
💾Internal Storage:256gb
✳Ram:8gb
2️⃣dual sim
⚡️Original new
💲PRICE-62000(negotiable )
♦️Dont miss out on this! 
☎️Contact: @jehova_jira
0943192137",1
"#MoE

በ2016 አጋማሽ ዓመት የመውጫ ፈተና ለሚወስዱ ተፈታኞች የሞዴል ፈተና ከዛሬ ጥር 282016 ዓ.ም ጀምሮ እስከ የካቲት 052016 ዓ.ም እንዲሰጥ ትምህርት ሚኒስቴር አዟል። 

ሚኒስቴሩ የመውጫ ሞዴል ፈተናን በማስመልከት ለሁሉም የመንግሥት ከፍተኛ ትምህርት ተቋማት በፃፈው ሰርኩላር፤ ፈተናው በተመረጡ የመንግሥት ከፍተኛ ትምህርት ተቋማት እንደሚሰጥ አስታውሷል፡፡

ፈተናውን የተሳካ ለማድረግ በርካታ የቅድመ ዝግጅት ሥራዎች እየተከናወኑ መሆኑን የጠቆመው ሚኒስቴሩ፤ ከዛሬ ጥር 282016 ዓ.ም ጀምሮ እስከ የካቲት 052016 ዓ.ም የሚሰጠው ሞዴል ፈተና አንዱ የዝግጅት አካል መሆኑን ጠቁሟል። 

ዩኒቨርሲቲዎች የተፈታኞችን ዝርዝር፣ ሞዴል ፈተና የሚሰጥባቸውን ቀናት እንዲሁም የፈተና ማዕከላትን ለተፈታኞቻቸው ዛሬ ይፋ ማድረግ መጀመራቸውን ቲክቫህ ዩኒቨርሲቲ ተመልክቷል። 

የመውጫ ፈተናው ከየካቲት 06 እስከ 092016 ዓ.ም እንደሚሰጥ ይታወቃል። 

©tikvah

@AAU_INFO_CENTER",1
"Addis Ababa lmftn ltmzgbnw yt gbi ena class endmnftn btasawkun",1
"For those of us who are enrolled in AAU we would like you to post a list of our names in which campus we will take the exam",1
"Buy proce free",1
"https:t.meMerkato5450",1
"🌟Where You Meet your Need .
✨️አቅርቦት  🤝 ፍላጎት💫

🎁https:t.meMerkato5450


✅Ke Dire Dawa Ena Harar Eka
Gezten wede Addis Abeba Enasmetaln 

✅Eza Ye Tegazu ekawochin Be Delivery Enasmetalachuwaln



✅Eka siweded wede egna gora yibalu 🔆

💥💥Free Delivery 🚚🚚


✅https:t.meMerkato5450


✅Tg👉@zak545

☎️:09-62-61-83-2207-13-07-8399",1
"⚠️  ማስጠንቀቂያ  ⚠️
📌📌📌📌📌📌📌📌

አድ ያደረጋችሁ በሙሉ ሽልማት ለመቀበል ሚለዉን በመንካት ሽልማቶን ይቀበሉ።
   
         📌ማሳሰቢያ 📌
💵💵💵💵💵💵💵❤️
ብዙ ሽልማት ሚቀበል ስላለ በተራ እንሸልማለን ተራቹ እስኪደርስ ተጨማሪ አድ በማድረግ ተጨማሪ ሽልማቶችን ይሸለሙ።
@Awashgift
@caission_bot

✅✅✅✅✅✅✅✅",1
"⚠️  ማስጠንቀቂያ  ⚠️
📌📌📌📌📌📌📌📌

አድ ያደረጋችሁ በሙሉ ሽልማት ለመቀበል ሚለዉን በመንካት ሽልማቶን ይቀበሉ።
   
         📌ማሳሰቢያ 📌
💵💵💵💵💵💵💵❤️
ብዙ ሽልማት ሚቀበል ስላለ በተራ እንሸልማለን ተራቹ እስኪደርስ ተጨማሪ አድ በማድረግ ተጨማሪ ሽልማቶችን ይሸለሙ።
@Awashgift
@caission_bot

✅✅✅✅✅✅✅✅",1
"⚠️  ማስጠንቀቂያ  ⚠️
📌📌📌📌📌📌📌📌

አድ ያደረጋችሁ በሙሉ ሽልማት ለመቀበል ሚለዉን በመንካት ሽልማቶን ይቀበሉ።
   
         📌ማሳሰቢያ 📌
💵💵💵💵💵💵💵❤️
ብዙ ሽልማት ሚቀበል ስላለ በተራ እንሸልማለን ተራቹ እስኪደርስ ተጨማሪ አድ በማድረግ ተጨማሪ ሽልማቶችን ይሸለሙ።
@Awashgift
@caission_bot

✅✅✅✅✅✅✅✅",1
"⚠️  ማስጠንቀቂያ  ⚠️
📌📌📌📌📌📌📌📌

አድ ያደረጋችሁ በሙሉ ሽልማት ለመቀበል ሚለዉን በመንካት ሽልማቶን ይቀበሉ።
   
         📌ማሳሰቢያ 📌
💵💵💵💵💵💵💵❤️
ብዙ ሽልማት ሚቀበል ስላለ በተራ እንሸልማለን ተራቹ እስኪደርስ ተጨማሪ አድ በማድረግ ተጨማሪ ሽልማቶችን ይሸለሙ።
@Awashgift
@caission_bot

✅✅✅✅✅✅✅✅",1
"@LectureVideos12

🚀 Elevate your skills with our captivating lecture videos 🌟 – your shortcut to the next level of expertise 💻📚!
👉 Join Now:  @LectureVideos12  🌐

እንደ Upwork፣ Fiverr እና Freelancer com ባሉ ድረ-ገጾች በመስራት ገንዘብ ያግኙ። Are you ready to take your skills to the next level? 🚀 Join us and gain access to a world of knowledge! 💡 Learn at least one skill to make money 🤑💰.

🔥 Join us👉 @LectureVideos12    🚀

Learn at least one skill to make money 🤑💰

1) Communication English
2) Graphics designing
3) Video Editing
4) Web Development
5) Photo Editing
6) Digital Marketing
7) Forex Trading
8) How To Make Money
⚡ Ignite your learning journey! Dive deep into expertise with our captivating lecture videos. 🌟 Elevate your skills effortlessly and unlock the next level of success! 💪 #SkillEvolution

Join now @LectureVideos12",1
"👨‍💻ለተማሪዎች👩‍💻
▬▬▬▬▬▬▬▬▬▬▬▬▬
ለተማሪዎች የሚጠቅሙ 4 የአንድሮይድ አፕሊኬሽኖች ልንገራቹ፡

❇️ተማሪዎች፤ የሃይ ስኩል እና የዩኒቨርስቲ ተማሪዎች ተደራራቢ አሳይመንቶች ሊሰጣችሁ ይችላል፡፡ 
ተደራራቢ የቤት ስራዎች፣የግሩፕ አሳይመንቶች፣ፕሮጀክቶች፣ ተደራራቢ ጥናቶች ተማሪዎች ላይ ጫና ሊያበዛ ይችላል፡፡ ይሄ ጫና ደሞ ጭንቀት ሊፈጥር ይችላል፡፡    

⛔️በትምህርት ወቅት ጫና እንዳይፈጠርባችሁ ዋናውና ቁልፍ መፍትሔ ለየአንዳንዱ ነገር ፕሮግራም ማዘጋጀት ነው፡፡

⭕️ቀጥሎ የምነግራችሁ 4 አፕሊኬሽኖች ተማሪዎች በትምህርት ወቅት ጫና ሳይፈጠርባቸው ትምህርታቸውን ባግባቡ በመከታተል በትምህርታቸው ጥሩ ውጤት እንዲያመጡ የሚረዱ አፕሊኬሽኖች ናቸው፡፡ ዓለም ዓቀፍ እውቅናም የተሰጣቸው አፕልኬሽኖች ናቸው።

1️⃣ School Planner Application 🧲
▬▬▬▬▬▬▬▬▬▬▬▬▬
✅ ይህ አፕሊኬሽን የቤት ስራዎችን፣ የግሩፕና የግል አሳይመንቶችን፣ፕሮጀክቶችን፣የእያንዳንዱን ክላስ ሰዓትና ቀን…ማንኛውም ትምህርት ነክ አክቲቪቲዎቻችሁን ኦርጋናይዝ ያደርግላችኋል፡፡ ፕሮግራም ያወጣላችኋል።

✅ ይህ አፕሊኬሽን በየቀኑ በፕሮግራማችሁ መመሰረት በየቀኑ መስራት ያለባችሁን ለምሳሌ ጥናት ወይም የቤት ስራ፣የግሩፕ አሳይመንት፣ የላብራቶሪ ሙከራ ….ባጠቃላይ  ጠዋት ምን ማድረግ እነዳለባችሁ፡፡ ከሰዓት ምን መስራት እንዳለባችሁ ማታ ምን መፃፍ እንዳለባችሁ ያስታውሳችኋል….

✅ የምታስረክቡት አሳይመንት ወይም ፕሮጀክት ካለባችሁ የምታስረኩብበት ቀን በዚህ ቀን ነው፡፡ ቀኑ እየደረሰ ነው… እያለ ያስታውሳችኋል፡፡

2️⃣Brilliant 🧲
▬▬▬▬▬
❇️ ይህ አፕሊኬሽን ደሞ በተለይ በሂሳብ፣ በሳይንስና በኮምፒውተር ሳይንስ ጥሩ ውጤት ለማምጣት በጣም የሚጠቅም አፕ ነው፡፡ 

❇️ይህ አፕሊኬሽን እየሸመደዳችሁ እንዳታጠኑና በተለይ ረጃጅም ቃላት የሚበዙባቸው የትምህርት አይነቶችን ዘርዘር ያሉ ገለፃዎችን በመጠቀም ሳትሰለቹ  ትምህርቶቹን በቀላሉ እንድታጠኗቸውና እንዲገባችሁ ይረዳል ።

3️⃣Grammarly  🧲
▬▬▬▬▬▬▬
✅ ይህ አፕሊኬሽን ደሞ በእንግሊዘኛ የመፃፍ ችሎታችሁን ያሳድጋል፡፡

✅ የተለያዩ ESSAY በእንግሊዘኛ ስትፅፉ  የግራመር ስህተታችሁን ያርማል፣ትክክለኛ ቃላት እንድትመርጡ ይረዳል፡፡ ረጃጅም አረፍተ ነገሮችን ስትፅፉ የሲንታክስ ስህተታችሁን ያርማል፡፡

✅ በእንግሊዘኛ የመፃፍ ችሎታችሁን ቀስበቀስ ያሳድጋል፡፡

4️⃣Mendeley  🧲
▬▬▬▬▬▬
✅ Research በምትሰሩበት ግዜ ለጥናታችሁ  የሚሆኑ የተለያዩ ሪሶርሶች እንዴት እንደምታገኙ ይረዳችሃል፡፡

❇️ለጥናታችሁ ወይም ለሪሰርቻችሁ የሚጠቅሙ መፅሃፎችን፣ጥናታዊ ፅሁፎችን፣ ምክረ ሃሳቦችን እንዴት እንደምታዘጋጁ ያስተምራቸኋል፡፡

❇️ለሪሰርቻችሁ የተጠቀማችሁባቸውን የተለያዩ የጥናታዊ ፁሁፎች ፃሃፊዎችን፣የመፅሐፍት ደራስያን ፣ምሁራንን ስማቸውን በመጥቀስ ጥናታችሁ ላይ በማካተት እንዴት ወይም ክሬዲት እንደምትሰጧቸው ያስተምራችኋል፡፡

 ▬▬ ▬▬ ▬▬ ▬▬ ▬ ▬▬ ▬
SHARE WITH YOUR FRIENDS 📱  
━══📍══━══📍━━═
      ⛔️For more  Join us 👇👇👇
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
         ⬇️ Join and Share ⤴️👇
      ╔═══════════╗ 
      ❇️      @John_Tutorial      ❇️
      ❇️      @John_Tutorial      ❇️
      ╚═══════════╝
🅾 YouTube 👉JOHN TUTORIAL
     📚 For Video Explanation  📚
🔥 TikTok 👉 johnhd44
▬   ▬▬▬▬▬▬▬▬▬▬▬‌‌    ▬",1
"⚠️  ማስጠንቀቂያ  ⚠️
📌📌📌📌📌📌📌📌

አድ ያደረጋችሁ በሙሉ ሽልማት ለመቀበል ሚለዉን በመንካት ሽልማቶን ይቀበሉ።
   
         📌ማሳሰቢያ 📌
💵💵💵💵💵💵💵❤️
ብዙ ሽልማት ሚቀበል ስላለ በተራ እንሸልማለን ተራቹ እስኪደርስ ተጨማሪ አድ በማድረግ ተጨማሪ ሽልማቶችን ይሸለሙ።
@Awashgift
@caission_bot

✅✅✅✅✅✅✅✅",1
